"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"180","2.857048000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"181","2.857048000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"182","2.857049000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","838","Application Data"
"183","2.857773000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=5344 Ack=50244 Win=64240 Len=0"
"184","2.858687000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"185","2.858688000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=50244 Ack=5887 Win=64240 Len=0"
"186","2.863684000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"187","2.863684000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=50244 Ack=6944 Win=64240 Len=0"
"192","2.940307000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"193","2.940308000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=50244 Ack=8001 Win=64240 Len=0"
"194","2.959776000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"195","2.963447000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"196","2.963448000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"197","2.963449000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8001 Ack=53707 Win=64240 Len=0"
"202","3.027329000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"203","3.045853000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8001 Ack=55167 Win=64240 Len=0"
"204","3.056962000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"205","3.067754000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"206","3.067755000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"207","3.069451000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8001 Ack=58449 Win=64240 Len=0"
"212","3.155198000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"213","3.159757000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"214","3.159785000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59728 Ack=8544 Win=64240 Len=0"
"219","3.257894000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"220","3.270192000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"221","3.270537000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8544 Ack=61731 Win=64240 Len=0"
"222","3.270580000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"223","3.270580000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"224","3.270799000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8544 Ack=64651 Win=64240 Len=0"
"229","3.367894000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","387","Application Data"
"230","3.389708000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8544 Ack=64984 Win=63907 Len=0"
"231","3.403188000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"232","3.403188000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=64984 Ack=9601 Win=64240 Len=0"
"237","3.501906000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"243","3.514768000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9601 Ack=65527 Win=63364 Len=0"
"248","3.675926000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"249","3.675949000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=10144 Win=64240 Len=0"
"250","3.683965000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"251","3.683966000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=11201 Win=64240 Len=0"
"256","3.740090000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"257","3.740091000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=11744 Win=64240 Len=0"
"258","3.750455000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"259","3.750455000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=12287 Win=64240 Len=0"
"260","3.772660000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"261","3.772661000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=13344 Win=64240 Len=0"
"266","3.874265000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"267","3.874266000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=14401 Win=64240 Len=0"
"268","3.875609000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"269","3.875610000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65527 Ack=15458 Win=64240 Len=0"
"270","3.895608000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"271","3.905875000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=66070 Win=62821 Len=0"
"276","3.942777000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"277","3.943153000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"278","3.943154000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"279","3.943458000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=70450 Win=64240 Len=0"
"280","3.945080000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"281","3.945080000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"282","3.945129000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70450 Ack=16918 Win=64240 Len=0"
"283","3.945129000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70450 Ack=17029 Win=64240 Len=0"
"284","3.950850000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"285","3.950851000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"286","3.950887000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70450 Ack=18489 Win=64240 Len=0"
"287","3.950888000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70450 Ack=18600 Win=64240 Len=0"
"288","3.992850000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1502","Application Data"
"289","3.997084000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"290","3.997085000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=71898 Ack=19143 Win=64240 Len=0"
"295","4.017897000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"296","4.017898000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"297","4.018308000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=19143 Ack=74818 Win=64240 Len=0"
"298","4.035173000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"299","4.039332000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"300","4.039333000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=76278 Ack=19686 Win=64240 Len=0"
"301","4.055337000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"302","4.055791000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"303","4.055791000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"304","4.056226000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=19686 Ack=80658 Win=64240 Len=0"
"305","4.074044000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"306","4.074044000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"307","4.074570000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=19686 Ack=83578 Win=64240 Len=0"
"308","4.077357000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"309","4.077358000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83578 Ack=20229 Win=64240 Len=0"
"310","4.091084000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1485","Application Data"
"311","4.102070000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"312","4.102070000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"313","4.102643000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20229 Ack=87929 Win=64240 Len=0"
"314","4.102644000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"315","4.102644000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20229 Ack=89389 Win=64240 Len=0"
"316","4.106190000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"317","4.106191000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89389 Ack=20772 Win=64240 Len=0"
"322","4.188854000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","930","Application Data"
"323","4.192978000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"324","4.192979000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=90265 Ack=21315 Win=64240 Len=0"
"329","4.305206000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"330","4.307397000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"331","4.307740000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21315 Ack=93185 Win=64240 Len=0"
"336","4.337218000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","334","Application Data"
"337","4.358773000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21315 Ack=93465 Win=63960 Len=0"
"343","4.435106000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"344","4.436313000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21315 Ack=94551 Win=62874 Len=0"
"349","4.583713000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"350","4.592921000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21315 Ack=95094 Win=64240 Len=0"
"476","7.687576000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"477","7.687938000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95094 Ack=22372 Win=64240 Len=0"
"478","7.687939000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"479","7.687939000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95094 Ack=23429 Win=64240 Len=0"
"488","7.833914000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"489","7.843337000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=23429 Ack=95637 Win=63697 Len=0"
"522","8.703487000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"523","8.703487000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95637 Ack=24486 Win=64240 Len=0"
"524","8.703488000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"525","8.703488000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95637 Ack=25543 Win=64240 Len=0"
"534","8.914126000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"535","8.920983000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25543 Ack=96180 Win=63154 Len=0"
"544","9.074212000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"545","9.076792000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25543 Ack=96723 Win=64240 Len=0"
"571","9.718791000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"572","9.718792000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=26600 Win=64240 Len=0"
"573","9.719874000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"574","9.719875000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"575","9.719875000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=28060 Win=64240 Len=0"
"576","9.719875000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=28685 Win=64240 Len=0"
"577","9.719897000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"578","9.719945000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=29742 Win=64240 Len=0"
"788","14.772128000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"789","14.772128000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=30285 Win=64240 Len=0"
"790","14.772129000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"791","14.772129000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=30828 Win=64240 Len=0"
"792","14.800380000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"793","14.800381000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1193","Application Data"
"794","14.800381000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=32288 Win=64240 Len=0"
"795","14.800382000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96723 Ack=33427 Win=64240 Len=0"
"808","15.060614000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"809","15.077586000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33427 Ack=97266 Win=63697 Len=0"
"810","15.132187000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"811","15.132574000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"812","15.132774000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33427 Ack=100186 Win=64240 Len=0"
"817","15.175146000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"818","15.179250000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"819","15.179251000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101646 Ack=33970 Win=64240 Len=0"
"820","15.208784000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1473","Application Data"
"821","15.217394000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33970 Ack=103065 Win=62821 Len=0"
"830","15.448736000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"835","15.468126000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33970 Ack=103608 Win=64240 Len=0"
"1038","20.187782000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1039","20.187782000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=103608 Ack=35027 Win=64240 Len=0"
"1053","20.530439000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"1054","20.546388000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35027 Ack=104151 Win=63697 Len=0"
