"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"166","2.108345000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9029 Ack=53676 Win=64240 Len=0"
"167","2.108679000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1053","Application Data"
"168","2.109262000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"169","2.109298000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=54675 Ack=9572 Win=64240 Len=0"
"174","2.245751000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"175","2.245920000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"176","2.246017000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=57595 Win=64240 Len=0"
"177","2.246854000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"178","2.246879000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=57595 Ack=10629 Win=64240 Len=0"
"179","2.257880000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","790","Application Data"
"180","2.266540000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"181","2.266675000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10629 Ack=59791 Win=64240 Len=0"
"182","2.273403000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"183","2.273465000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"184","2.273702000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10629 Ack=62711 Win=64240 Len=0"
"185","2.287226000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"186","2.287293000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"187","2.287378000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10629 Ack=65631 Win=64240 Len=0"
"188","2.291485000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"189","2.291527000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65631 Ack=11172 Win=64240 Len=0"
"194","2.336733000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"195","2.336992000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"196","2.337028000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=67091 Ack=11715 Win=64240 Len=0"
"197","2.337161000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"198","2.337283000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"199","2.337406000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11715 Ack=70011 Win=64240 Len=0"
"200","2.339682000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"201","2.339692000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"202","2.340202000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11715 Ack=72931 Win=64240 Len=0"
"203","2.340359000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"204","2.340402000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=72931 Ack=12258 Win=64240 Len=0"
"205","2.355726000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","766","Application Data"
"206","2.365745000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=73643 Win=63528 Len=0"
"207","2.392865000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"208","2.392917000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=73643 Ack=13315 Win=64240 Len=0"
"209","2.399289000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"210","2.399367000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=73643 Ack=14372 Win=64240 Len=0"
"211","2.403089000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"212","2.403132000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=73643 Ack=15429 Win=64240 Len=0"
"217","2.503072000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"218","2.503086000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"219","2.503090000","124.6.36.194","443","192.168.91.128","49180","TCP","597","[TCP segment of a reassembled PDU]"
"220","2.503178000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=77106 Win=64240 Len=0"
"225","2.555036000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"226","2.563873000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=78566 Win=64240 Len=0"
"227","2.600985000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","959","Application Data"
"232","2.613932000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=79471 Win=63335 Len=0"
"233","2.698812000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"238","2.709612000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=80014 Win=62792 Len=0"
"243","2.847657000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"244","2.858774000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=80557 Win=64240 Len=0"
"245","2.887209000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"246","2.887230000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"247","2.887367000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=83477 Win=64240 Len=0"
"248","2.894539000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"249","2.895942000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"250","2.896005000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=84937 Ack=15972 Win=64240 Len=0"
"255","2.985141000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"256","2.995313000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"257","2.995365000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=85299 Ack=17029 Win=64240 Len=0"
"266","3.133787000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"267","3.134518000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"268","3.134568000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=85842 Ack=18086 Win=64240 Len=0"
"281","3.428342000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"282","3.429459000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"283","3.429520000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=86385 Ack=19143 Win=64240 Len=0"
"284","3.430042000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"285","3.430083000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=86385 Ack=20200 Win=64240 Len=0"
"290","3.526245000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"291","3.527596000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","194","Application Data"
"292","3.527717000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20200 Ack=87985 Win=64240 Len=0"
"301","3.757140000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"302","3.770930000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20200 Ack=88528 Win=63697 Len=0"
"307","3.850610000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"308","3.850633000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"309","3.850751000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20200 Ack=91448 Win=64240 Len=0"
"310","3.866854000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"311","3.877615000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20200 Ack=92908 Win=64240 Len=0"
"312","3.905192000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"313","3.908840000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"314","3.908900000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=93270 Ack=20743 Win=64240 Len=0"
"315","3.909071000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"316","3.909119000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=93270 Ack=21286 Win=64240 Len=0"
"329","4.129728000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"330","4.140033000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21286 Ack=93813 Win=63335 Len=0"
"335","4.278632000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"336","4.288882000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21286 Ack=94899 Win=64240 Len=0"
"337","4.305355000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"338","4.305413000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94899 Ack=22343 Win=64240 Len=0"
"355","4.691188000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"356","4.691238000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94899 Ack=22886 Win=64240 Len=0"
"365","4.841812000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"366","4.841869000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94899 Ack=23429 Win=64240 Len=0"
"367","4.842000000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"368","4.842010000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94899 Ack=23972 Win=64240 Len=0"
"369","4.849936000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"370","4.852068000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=23972 Ack=95442 Win=63697 Len=0"
"371","4.897073000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"372","4.897118000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95442 Ack=25029 Win=64240 Len=0"
"377","4.927065000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"378","4.938043000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25029 Ack=96902 Win=64240 Len=0"
"379","4.947537000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","194","Application Data"
"380","4.957871000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"381","4.957889000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"382","4.957932000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=97042 Ack=26489 Win=64240 Len=0"
"383","4.957951000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=97042 Ack=26600 Win=64240 Len=0"
"388","5.028592000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"389","5.028658000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"390","5.028758000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=26600 Ack=99962 Win=64240 Len=0"
"391","5.039176000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"392","5.049430000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=26600 Ack=101422 Win=64240 Len=0"
"393","5.056162000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"394","5.059170000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"395","5.059212000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101784 Ack=27143 Win=64240 Len=0"
"400","5.147234000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"401","5.147258000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"402","5.147354000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27143 Ack=104704 Win=64240 Len=0"
"403","5.204595000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"408","5.217835000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27143 Ack=105983 Win=62961 Len=0"
"409","5.263054000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"410","5.266744000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"411","5.266811000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=107443 Ack=27686 Win=64240 Len=0"
"416","5.351898000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","766","Application Data"
"417","5.362574000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27686 Ack=108155 Win=63528 Len=0"
"422","5.500551000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"423","5.510882000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27686 Ack=108698 Win=62985 Len=0"
"444","5.964288000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"445","5.964395000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=108698 Ack=28229 Win=64240 Len=0"
"454","6.191029000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"455","6.202265000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=28229 Ack=109241 Win=64240 Len=0"
"484","6.849744000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"485","6.849807000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=109241 Ack=29286 Win=64240 Len=0"
"486","6.850415000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"487","6.850459000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=109241 Ack=30343 Win=64240 Len=0"
"496","7.111817000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"501","7.122096000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30343 Ack=109784 Win=63697 Len=0"
"506","7.260521000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"507","7.269890000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30343 Ack=110327 Win=63154 Len=0"
"572","8.850903000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"573","8.850972000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=110327 Ack=31400 Win=64240 Len=0"
"582","9.087493000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"583","9.097857000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=31400 Ack=110870 Win=64240 Len=0"
"616","9.852360000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"617","9.852423000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=110870 Ack=32457 Win=64240 Len=0"
"626","10.042100000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"631","10.131185000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32457 Ack=111413 Win=63697 Len=0"
"648","10.537033000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"649","10.537109000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=111413 Ack=33514 Win=64240 Len=0"
"654","10.684455000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"655","10.684456000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=111413 Ack=34571 Win=64240 Len=0"
"660","10.811276000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"661","10.823802000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=34571 Ack=111956 Win=63154 Len=0"
"666","10.847072000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"667","10.847209000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"668","10.847210000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
