"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"224","3.917681000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"225","3.917682000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"226","3.918022000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=5887 Ack=41675 Win=64240 Len=0"
"227","3.918088000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"228","3.918090000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"229","3.918649000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=5887 Ack=44595 Win=64240 Len=0"
"230","3.923801000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"231","3.923829000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=44595 Ack=6944 Win=64240 Len=0"
"232","3.931348000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"233","3.931349000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"234","3.931349000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"235","3.931950000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6944 Ack=48975 Win=64240 Len=0"
"236","3.968412000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"237","3.968413000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"238","3.968428000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"239","3.968429000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"240","3.968430000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","167","Application Data"
"241","3.973081000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6944 Ack=54928 Win=64240 Len=0"
"251","4.136809000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"252","4.136810000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=54928 Ack=8001 Win=64240 Len=0"
"253","4.139407000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"254","4.139408000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=54928 Ack=9058 Win=64240 Len=0"
"255","4.193318000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"256","4.212439000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9058 Ack=55471 Win=63697 Len=0"
"261","4.243662000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"262","4.243662000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"263","4.243944000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9058 Ack=58391 Win=64240 Len=0"
"264","4.291621000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1304","Application Data"
"265","4.296381000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"266","4.296424000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59641 Ack=9601 Win=64240 Len=0"
"271","4.414008000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"272","4.414009000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"273","4.414010000","124.6.36.194","443","192.168.91.128","49180","TCP","597","[TCP segment of a reassembled PDU]"
"274","4.414383000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9601 Ack=63104 Win=64240 Len=0"
"279","4.438489000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"280","4.446127000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9601 Ack=64564 Win=64240 Len=0"
"281","4.456505000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"282","4.456980000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"283","4.456981000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"284","4.459288000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9601 Ack=68944 Win=64240 Len=0"
"285","4.511702000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","177","Application Data"
"286","4.512082000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"287","4.512082000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=69067 Ack=10144 Win=64240 Len=0"
"288","4.516321000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"289","4.516322000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=69067 Ack=10687 Win=64240 Len=0"
"290","4.516322000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"291","4.516322000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=69067 Ack=11230 Win=64240 Len=0"
"296","4.610110000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"301","4.635390000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11230 Ack=69610 Win=63574 Len=0"
"306","4.812006000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"311","4.821007000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11230 Ack=70153 Win=63031 Len=0"
"316","4.960406000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"317","4.977780000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11230 Ack=70696 Win=64240 Len=0"
"318","4.987612000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"319","4.987612000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=12287 Win=64240 Len=0"
"333","5.292974000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"334","5.292994000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=12830 Win=64240 Len=0"
"335","5.301178000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"336","5.301179000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=13887 Win=64240 Len=0"
"341","5.359864000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"342","5.359865000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=14430 Win=64240 Len=0"
"343","5.359865000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"344","5.359865000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=14973 Win=64240 Len=0"
"345","5.399329000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"346","5.399329000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=16030 Win=64240 Len=0"
"351","5.433890000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"352","5.433891000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=17087 Win=64240 Len=0"
"353","5.436213000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"354","5.436214000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70696 Ack=18144 Win=64240 Len=0"
"359","5.537474000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"360","5.539949000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18144 Ack=71239 Win=63697 Len=0"
"361","5.566153000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"362","5.567040000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"363","5.567041000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"364","5.567041000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=72699 Ack=19604 Win=64240 Len=0"
"365","5.567041000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=72699 Ack=19715 Win=64240 Len=0"
"366","5.570582000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"367","5.570583000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"368","5.570583000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=72699 Ack=21175 Win=64240 Len=0"
"369","5.570583000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=72699 Ack=21286 Win=64240 Len=0"
"370","5.587023000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"371","5.587024000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"372","5.587449000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21286 Ack=75619 Win=64240 Len=0"
"377","5.632234000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"378","5.636181000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"379","5.636191000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=77079 Ack=21829 Win=64240 Len=0"
"380","5.638295000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"381","5.638295000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"382","5.638756000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21829 Ack=79999 Win=64240 Len=0"
"383","5.647961000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"384","5.663763000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"385","5.664339000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21829 Ack=82919 Win=64240 Len=0"
"386","5.666402000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"387","5.666403000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"388","5.666403000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","194","Application Data"
"389","5.666650000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=21829 Ack=85979 Win=64240 Len=0"
"390","5.667289000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"391","5.667289000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=85979 Ack=22372 Win=64240 Len=0"
"392","5.698345000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"393","5.702142000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"394","5.702143000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=87439 Ack=22915 Win=64240 Len=0"
"395","5.709593000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"396","5.709660000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"397","5.710059000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=22915 Ack=90359 Win=64240 Len=0"
"402","5.736674000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"403","5.736675000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"404","5.736676000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"405","5.736677000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=22915 Ack=94739 Win=64240 Len=0"
"406","5.740732000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"407","5.740732000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94739 Ack=23458 Win=64240 Len=0"
"408","5.764145000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1292","Application Data"
"409","5.767939000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"410","5.767939000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95977 Ack=24001 Win=64240 Len=0"
"415","5.882726000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"416","5.884200000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"417","5.884201000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96520 Ack=24544 Win=64240 Len=0"
"418","5.916600000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"423","5.933654000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=97980 Win=64240 Len=0"
"424","6.014473000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1251","Application Data"
"429","6.024611000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=99177 Win=63043 Len=0"
"435","6.219603000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"440","6.243028000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=99720 Win=64240 Len=0"
"445","6.369538000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"446","6.383426000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=100263 Win=63697 Len=0"
"451","6.518586000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"456","6.539823000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=100806 Win=63154 Len=0"
"494","7.448927000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"495","7.461743000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24544 Ack=101349 Win=64240 Len=0"
"544","8.650384000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"545","8.650385000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101349 Ack=25601 Win=64240 Len=0"
"546","8.650708000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"547","8.650708000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101349 Ack=26658 Win=64240 Len=0"
"552","8.818781000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"553","8.820965000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=26658 Ack=101892 Win=63697 Len=0"
"590","9.650653000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"591","9.650653000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=27715 Win=64240 Len=0"
"632","10.665669000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"633","10.665669000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=28772 Win=64240 Len=0"
"634","10.666202000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"635","10.666203000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"636","10.666203000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=30232 Win=64240 Len=0"
"637","10.666203000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=30857 Win=64240 Len=0"
"638","10.666204000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"639","10.666204000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"640","10.666205000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=32317 Win=64240 Len=0"
"641","10.666205000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=32942 Win=64240 Len=0"
"876","16.406821000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"877","16.406822000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=33999 Win=64240 Len=0"
"878","16.434931000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"879","16.434932000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1193","Application Data"
"880","16.434952000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=35459 Win=64240 Len=0"
"881","16.434971000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=101892 Ack=36598 Win=64240 Len=0"
"890","16.640585000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"895","16.665248000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=36598 Ack=102435 Win=63154 Len=0"
"896","16.672281000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"897","16.672291000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"898","16.672635000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=36598 Ack=105355 Win=64240 Len=0"
"913","16.770938000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"914","16.775216000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"915","16.775217000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=106634 Ack=37141 Win=64240 Len=0"
"920","16.895914000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"921","16.914642000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=37141 Ack=107177 Win=64240 Len=0"
"926","17.044170000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"927","17.055802000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=37141 Ack=107720 Win=63697 Len=0"
"940","17.192265000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"941","17.211831000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=37141 Ack=108263 Win=63154 Len=0"
"1142","21.791648000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1143","21.791649000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=108263 Ack=38198 Win=64240 Len=0"
