"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"107","2.251842000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=4772 Ack=2115 Win=64240 Len=0"
"108","2.257758000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"109","2.257759000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=4772 Ack=3172 Win=64240 Len=0"
"114","2.383345000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"115","2.392714000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3172 Ack=5315 Win=64240 Len=0"
"124","2.568207000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"125","2.579950000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3172 Ack=5858 Win=63697 Len=0"
"134","2.716003000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"135","2.717972000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"136","2.717973000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=6944 Ack=3715 Win=64240 Len=0"
"141","2.901598000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"142","2.907352000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"143","2.907352000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=7487 Ack=4772 Win=64240 Len=0"
"152","3.075468000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"154","3.095998000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4772 Ack=8030 Win=63154 Len=0"
"155","3.105509000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"156","3.105510000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"157","3.105922000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4772 Ack=10950 Win=64240 Len=0"
"163","3.203425000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"164","3.208035000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"165","3.208050000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=12229 Ack=5315 Win=64240 Len=0"
"166","3.209296000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"167","3.209297000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=12229 Ack=5858 Win=64240 Len=0"
"176","3.408777000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"181","3.423838000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=5858 Ack=12772 Win=64240 Len=0"
"186","3.583767000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"187","3.591975000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"188","3.591975000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"189","3.592284000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=5858 Ack=16235 Win=64240 Len=0"
"194","3.690322000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","247","Application Data"
"195","3.703967000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"196","3.703968000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=16428 Ack=6915 Win=64240 Len=0"
"206","3.860911000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"207","3.877038000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6915 Ack=16971 Win=63504 Len=0"
"208","3.887539000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"209","3.887540000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"210","3.887723000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6915 Ack=19891 Win=64240 Len=0"
"215","3.985489000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"216","3.989606000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"217","3.989607000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=21170 Ack=7458 Win=64240 Len=0"
"218","3.989607000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"219","3.989607000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"220","3.989607000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=21170 Ack=8918 Win=64240 Len=0"
"221","3.989607000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=21170 Ack=9543 Win=64240 Len=0"
"226","4.028801000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"227","4.028801000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"228","4.029131000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9543 Ack=24090 Win=64240 Len=0"
"229","4.031309000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"230","4.031310000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"231","4.031645000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9543 Ack=27010 Win=64240 Len=0"
"232","4.031646000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"233","4.036582000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"234","4.036583000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"235","4.036599000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"236","4.036950000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9543 Ack=32850 Win=64240 Len=0"
"237","4.039901000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"238","4.039902000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"239","4.040093000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9543 Ack=35770 Win=64240 Len=0"
"240","4.044119000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"241","4.044120000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=35770 Ack=10600 Win=64240 Len=0"
"242","4.049459000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"243","4.049479000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=35770 Ack=11657 Win=64240 Len=0"
"244","4.087559000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"245","4.087560000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"246","4.087881000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11657 Ack=38690 Win=64240 Len=0"
"251","4.126809000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"252","4.126930000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"253","4.126931000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"254","4.127338000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11657 Ack=43070 Win=64240 Len=0"
"255","4.127590000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"256","4.127591000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=43070 Ack=12200 Win=64240 Len=0"
"257","4.129483000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"258","4.129483000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"259","4.129484000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"260","4.131859000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12200 Ack=47450 Win=64240 Len=0"
"261","4.134505000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"262","4.134505000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"263","4.134506000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"264","4.134507000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"265","4.134507000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"266","4.136864000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12200 Ack=54750 Win=64240 Len=0"
"267","4.137894000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"268","4.137895000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"269","4.141653000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12200 Ack=57670 Win=64240 Len=0"
"270","4.141654000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"271","4.141654000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"272","4.141655000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59130 Ack=12743 Win=64240 Len=0"
"273","4.185304000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"274","4.185674000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"275","4.185676000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","360","Application Data"
"276","4.187352000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12743 Ack=62356 Win=64240 Len=0"
"277","4.191379000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"278","4.191380000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=62356 Ack=13800 Win=64240 Len=0"
"283","4.236981000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"284","4.236982000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"285","4.236983000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"286","4.237450000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=66736 Win=64240 Len=0"
"287","4.246051000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"288","4.246053000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"289","4.246053000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"290","4.246390000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=71116 Win=64240 Len=0"
"291","4.248904000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"292","4.248905000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"293","4.249301000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=74036 Win=64240 Len=0"
"294","4.253346000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"295","4.253347000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"296","4.253347000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"297","4.253737000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=78416 Win=64240 Len=0"
"298","4.256475000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"299","4.256823000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=79876 Win=64240 Len=0"
"300","4.257773000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"301","4.258005000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"302","4.258196000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=82796 Win=64240 Len=0"
"303","4.259141000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"304","4.267972000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=84256 Win=64240 Len=0"
"305","4.283876000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"306","4.283877000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"307","4.283878000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"308","4.283878000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"309","4.284134000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13800 Ack=90096 Win=64240 Len=0"
"310","4.288581000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"311","4.288581000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=90096 Ack=14343 Win=64240 Len=0"
"312","4.288581000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"313","4.288582000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=90096 Ack=14886 Win=64240 Len=0"
"318","4.335178000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"319","4.335179000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"320","4.335179000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"321","4.335599000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14886 Ack=94476 Win=64240 Len=0"
"322","4.344254000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"323","4.344255000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"324","4.344255000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"325","4.344895000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14886 Ack=98856 Win=64240 Len=0"
"326","4.344895000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"327","4.344896000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=98856 Ack=15429 Win=64240 Len=0"
"328","4.344970000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"329","4.344970000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"330","4.344971000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"331","4.345404000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=103236 Win=64240 Len=0"
"332","4.347173000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"333","4.347174000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"334","4.347174000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"335","4.347409000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=107616 Win=64240 Len=0"
"336","4.351312000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"337","4.351312000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"338","4.351313000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"339","4.351313000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"340","4.351791000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15429 Ack=113456 Win=64240 Len=0"
"341","4.351792000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"342","4.351792000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=113456 Ack=15972 Win=64240 Len=0"
"343","4.354737000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"344","4.354893000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"345","4.356525000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15972 Ack=116376 Win=64240 Len=0"
"346","4.356525000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"347","4.356525000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"348","4.356526000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"349","4.356527000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15972 Ack=120756 Win=64240 Len=0"
"350","4.381941000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"351","4.381942000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"352","4.381942000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"353","4.381943000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"354","4.381994000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"355","4.382611000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15972 Ack=128056 Win=64240 Len=0"
"356","4.382612000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"357","4.382612000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=128056 Ack=16515 Win=64240 Len=0"
"362","4.431992000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"363","4.431993000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"364","4.432410000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16515 Ack=130976 Win=64240 Len=0"
"365","4.433534000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"366","4.433534000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"367","4.433544000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"368","4.433545000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"369","4.433838000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16515 Ack=136816 Win=64240 Len=0"
"370","4.442504000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"371","4.442505000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"372","4.442505000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"373","4.442507000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"374","4.442853000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16515 Ack=142656 Win=64240 Len=0"
"375","4.443052000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"376","4.443421000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"377","4.443422000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"378","4.443423000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","403","Application Data"
"379","4.444355000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16515 Ack=147385 Win=64240 Len=0"
"380","4.444355000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"381","4.444365000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=17058 Win=64240 Len=0"
"382","4.450196000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"383","4.450196000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=17601 Win=64240 Len=0"
"384","4.450196000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"385","4.450197000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=18658 Win=64240 Len=0"
"386","4.450197000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"387","4.450198000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=19715 Win=64240 Len=0"
"388","4.451349000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"389","4.451351000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"390","4.451351000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","247","Application Data"
"391","4.451351000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=21175 Win=64240 Len=0"
"392","4.451352000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=22635 Win=64240 Len=0"
"393","4.451477000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=22828 Win=64240 Len=0"
"394","4.478919000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"395","4.478920000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=23885 Win=64240 Len=0"
"396","4.491172000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"397","4.491184000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=24942 Win=64240 Len=0"
"398","4.504041000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"399","4.504041000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"400","4.504087000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=26402 Win=64240 Len=0"
"401","4.504087000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=26513 Win=64240 Len=0"
"402","4.507324000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"403","4.507325000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=147385 Ack=27570 Win=64240 Len=0"
"408","4.513116000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"409","4.513117000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"410","4.513118000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27570 Ack=150305 Win=64240 Len=0"
"411","4.541705000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1304","Application Data"
"412","4.558209000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"413","4.558210000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"414","4.558409000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27570 Ack=154475 Win=64240 Len=0"
"415","4.567872000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"416","4.568408000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"417","4.568555000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27570 Ack=157395 Win=64240 Len=0"
"418","4.572992000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"419","4.580709000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"420","4.580709000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"421","4.580710000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"422","4.581332000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27570 Ack=163235 Win=64240 Len=0"
"423","4.581332000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
