"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"108","2.399442000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=4200 Ack=1601 Win=64240 Len=0"
"113","2.448483000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"114","2.448483000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=4200 Ack=2658 Win=64240 Len=0"
"119","2.606501000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"124","2.624686000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2658 Ack=4743 Win=63504 Len=0"
"125","2.637818000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"126","2.637819000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"127","2.637980000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2658 Ack=7663 Win=64240 Len=0"
"128","2.653095000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"129","2.653708000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"130","2.653709000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"131","2.654215000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2658 Ack=12043 Win=64240 Len=0"
"132","2.655001000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"133","2.655001000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2658 Ack=13503 Win=64240 Len=0"
"134","2.655001000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"135","2.655002000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"136","2.655002000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2658 Ack=16423 Win=64240 Len=0"
"137","2.656197000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"138","2.658010000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"139","2.658011000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=17883 Ack=3201 Win=64240 Len=0"
"140","2.658336000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"141","2.658336000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=17883 Ack=3744 Win=64240 Len=0"
"146","2.735840000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"147","2.735841000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"148","2.735841000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"149","2.736337000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=22263 Win=64240 Len=0"
"150","2.736404000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"151","2.736622000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=23723 Win=64240 Len=0"
"152","2.751173000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"153","2.751183000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"154","2.751639000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=26643 Win=64240 Len=0"
"155","2.751711000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"156","2.751712000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"157","2.751712000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"158","2.751977000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=31023 Win=64240 Len=0"
"159","2.752897000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"160","2.752897000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"161","2.752897000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"162","2.753072000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"163","2.753469000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=35403 Win=64240 Len=0"
"164","2.754992000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"165","2.754994000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"166","2.754995000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=39783 Win=64240 Len=0"
"171","2.833914000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"172","2.834142000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"173","2.834142000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"174","2.834142000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"175","2.834501000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3744 Ack=45623 Win=64240 Len=0"
"176","2.838180000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"177","2.838181000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=45623 Ack=4287 Win=64240 Len=0"
"178","2.848992000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"179","2.849134000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"180","2.849134000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"181","2.849135000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"182","2.851237000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4287 Ack=51463 Win=64240 Len=0"
"183","2.851237000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"184","2.851238000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1002","Application Data"
"185","2.851238000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4287 Ack=53871 Win=64240 Len=0"
"186","2.851238000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"187","2.851239000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=53871 Ack=4830 Win=64240 Len=0"
"188","2.851239000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"189","2.851240000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=53871 Ack=5373 Win=64240 Len=0"
"194","2.939198000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"195","2.939218000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=53871 Ack=6430 Win=64240 Len=0"
"196","2.970926000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"197","2.984151000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6430 Ack=54414 Win=63697 Len=0"
"206","3.118839000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"207","3.125055000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6430 Ack=54957 Win=63154 Len=0"
"212","3.273525000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"213","3.273927000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"214","3.273928000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"215","3.274118000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6430 Ack=58420 Win=64240 Len=0"
"220","3.372164000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"221","3.391461000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6430 Ack=59699 Win=62961 Len=0"
"222","3.403423000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"223","3.403443000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=7487 Win=64240 Len=0"
"236","3.697124000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"237","3.697124000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=8030 Win=64240 Len=0"
"238","3.705232000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"239","3.705233000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=9087 Win=64240 Len=0"
"244","3.795874000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"245","3.795874000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=9630 Win=64240 Len=0"
"246","3.795875000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"247","3.795875000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=10173 Win=64240 Len=0"
"252","3.833136000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"253","3.833137000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=11230 Win=64240 Len=0"
"258","3.948124000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"259","3.948125000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=11773 Win=64240 Len=0"
"260","3.948125000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"261","3.948125000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=12316 Win=64240 Len=0"
"262","3.950062000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"263","3.950063000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=12859 Win=64240 Len=0"
"264","3.950063000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"265","3.950063000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=59699 Ack=13402 Win=64240 Len=0"
"266","3.977664000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"267","3.999323000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13402 Ack=60242 Win=64240 Len=0"
"268","4.003746000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"269","4.005112000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"270","4.005113000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"271","4.005113000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=61702 Ack=14862 Win=64240 Len=0"
"272","4.005131000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=61702 Ack=14973 Win=64240 Len=0"
"277","4.019271000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"278","4.019273000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"279","4.019273000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=61702 Ack=16433 Win=64240 Len=0"
"280","4.019289000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=61702 Ack=16544 Win=64240 Len=0"
"281","4.062933000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"282","4.063121000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"283","4.063816000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16544 Ack=64622 Win=64240 Len=0"
"284","4.089621000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"285","4.093681000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16544 Ack=66082 Win=64240 Len=0"
"286","4.093681000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"287","4.093682000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=66082 Ack=17087 Win=64240 Len=0"
"288","4.102088000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","556","Application Data"
"293","4.125123000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=17087 Ack=66584 Win=63738 Len=0"
"294","4.130056000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"295","4.130057000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"296","4.130398000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=17087 Ack=69504 Win=64240 Len=0"
"297","4.175548000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"298","4.179536000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"299","4.179537000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=70964 Ack=17630 Win=64240 Len=0"
"300","4.185479000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"301","4.185938000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"302","4.185938000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"303","4.186498000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=17630 Ack=75344 Win=64240 Len=0"
"304","4.200168000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","206","Application Data"
"305","4.200596000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=17630 Ack=75496 Win=64088 Len=0"
"306","4.204373000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"307","4.204373000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=75496 Ack=18173 Win=64240 Len=0"
"312","4.244346000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"313","4.244825000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"314","4.244826000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"315","4.245636000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18173 Ack=79876 Win=64240 Len=0"
"320","4.342204000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","387","Application Data"
"321","4.347271000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"322","4.347283000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=80209 Ack=18716 Win=64240 Len=0"
"327","4.445382000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"328","4.452365000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=81295 Win=62821 Len=0"
"329","4.455791000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"330","4.468388000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=82755 Win=64240 Len=0"
"335","4.553718000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1251","Application Data"
"336","4.561927000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=83952 Win=63043 Len=0"
"341","4.702324000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"346","4.718377000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=84495 Win=64240 Len=0"
"439","7.093988000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"440","7.102943000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"441","7.103289000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=86498 Win=64240 Len=0"
"442","7.103289000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"447","7.125367000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=18716 Ack=87958 Win=64240 Len=0"
"448","7.201208000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"449","7.205175000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"450","7.205176000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89237 Ack=19259 Win=64240 Len=0"
"464","7.449713000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"465","7.453293000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=19259 Ack=89780 Win=64240 Len=0"
"474","7.672856000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"475","7.672857000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=20316 Win=64240 Len=0"
"476","7.674911000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"477","7.674912000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=21373 Win=64240 Len=0"
"558","9.703938000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"559","9.703939000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=22430 Win=64240 Len=0"
"560","9.703939000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"561","9.703939000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=23487 Win=64240 Len=0"
"562","9.703939000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"563","9.703940000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"564","9.703941000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=24947 Win=64240 Len=0"
"565","9.703941000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=25572 Win=64240 Len=0"
"566","9.704137000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"567","9.704138000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=26629 Win=64240 Len=0"
"772","14.820967000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"773","14.820968000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=27686 Win=64240 Len=0"
"774","14.856052000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"775","14.856053000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1193","Application Data"
"776","14.856054000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=29146 Win=64240 Len=0"
"777","14.856054000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=89780 Ack=30285 Win=64240 Len=0"
"786","15.006598000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"787","15.014993000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30285 Ack=90323 Win=63697 Len=0"
"792","15.076504000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"793","15.076905000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"794","15.077163000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30285 Ack=93243 Win=64240 Len=0"
"795","15.154865000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"800","15.159038000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"801","15.159055000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94522 Ack=30828 Win=64240 Len=0"
"802","15.188159000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"803","15.202959000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30828 Ack=95982 Win=64240 Len=0"
"804","15.256938000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","194","Application Data"
"809","15.265031000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30828 Ack=96122 Win=64100 Len=0"
"814","15.421109000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"815","15.437156000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=30828 Ack=96665 Win=63557 Len=0"
"1008","20.188113000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1009","20.188114000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96665 Ack=31885 Win=64240 Len=0"
"1018","20.422153000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"1019","20.437320000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=31885 Ack=97208 Win=63014 Len=0"
"1060","21.421999000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"1061","21.437833000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=31885 Ack=97751 Win=64240 Len=0"
