"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"117","2.313930000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"118","2.314039000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=2144 Ack=8749 Win=64240 Len=0"
"119","2.368763000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"120","2.368849000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=8749 Ack=3201 Win=64240 Len=0"
"121","2.370642000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","790","Application Data"
"122","2.386110000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=3201 Ack=9485 Win=63504 Len=0"
"127","2.491320000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"128","2.491369000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=9485 Ack=4258 Win=64240 Len=0"
"133","2.523666000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"134","2.542460000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4258 Ack=10028 Win=62961 Len=0"
"143","2.769965000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"144","2.769988000","124.6.36.194","443","192.168.91.128","49180","TCP","597","[TCP segment of a reassembled PDU]"
"145","2.770033000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"146","2.770143000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4258 Ack=12031 Win=64240 Len=0"
"147","2.792699000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4258 Ack=13491 Win=64240 Len=0"
"152","2.867964000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1304","Application Data"
"153","2.870461000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4258 Ack=14741 Win=62990 Len=0"
"154","2.872055000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"155","2.872141000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=14741 Ack=4801 Win=64240 Len=0"
"160","2.928953000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"161","2.928976000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"162","2.929091000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4801 Ack=17661 Win=64240 Len=0"
"163","2.948428000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"164","2.948451000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"165","2.948456000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"166","2.948626000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4801 Ack=22041 Win=64240 Len=0"
"167","2.969693000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"168","2.969705000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"169","2.969822000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4801 Ack=24961 Win=64240 Len=0"
"170","2.970170000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1345","Application Data"
"171","2.977368000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"172","2.977398000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"173","2.977500000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=4801 Ack=29172 Win=64240 Len=0"
"174","2.983305000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"175","2.983395000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=29172 Ack=5858 Win=64240 Len=0"
"176","2.988073000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"177","2.988126000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=29172 Ack=6915 Win=64240 Len=0"
"178","2.998984000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"183","3.011021000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6915 Ack=30632 Win=64240 Len=0"
"184","3.022599000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"185","3.022660000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=30632 Ack=7972 Win=64240 Len=0"
"187","3.026405000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"188","3.026466000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=30632 Ack=9029 Win=64240 Len=0"
"189","3.026947000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"190","3.026972000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"191","3.026977000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"192","3.027045000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9029 Ack=35012 Win=64240 Len=0"
"193","3.028422000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"194","3.028464000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=35012 Ack=9572 Win=64240 Len=0"
"195","3.046420000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"196","3.046696000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"197","3.046706000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"198","3.046940000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=39392 Win=64240 Len=0"
"199","3.067573000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"200","3.067599000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"201","3.067604000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"202","3.067695000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"203","3.067806000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=45232 Win=64240 Len=0"
"204","3.067887000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"205","3.068157000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"206","3.068618000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=48152 Win=64240 Len=0"
"207","3.074263000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"208","3.074321000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=48152 Ack=10115 Win=64240 Len=0"
"209","3.074826000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"210","3.074876000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=48152 Ack=10658 Win=64240 Len=0"
"211","3.075243000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"212","3.075251000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"213","3.075256000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"214","3.075304000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10658 Ack=52532 Win=64240 Len=0"
"215","3.086493000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"216","3.086533000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=52532 Ack=11715 Win=64240 Len=0"
"217","3.097156000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"218","3.097182000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"219","3.098055000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11715 Ack=55452 Win=64240 Len=0"
"224","3.124705000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"225","3.124894000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"226","3.124909000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","440","Application Data"
"227","3.125069000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11715 Ack=58758 Win=64240 Len=0"
"228","3.125234000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"229","3.125255000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=58758 Ack=12258 Win=64240 Len=0"
"234","3.223110000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"235","3.230118000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=59301 Win=63697 Len=0"
"236","3.230733000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"237","3.230785000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"238","3.230794000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"239","3.230799000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"240","3.230924000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=65141 Win=64240 Len=0"
"241","3.236296000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"242","3.236351000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65141 Ack=12801 Win=64240 Len=0"
"243","3.237312000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"244","3.237385000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65141 Ack=13858 Win=64240 Len=0"
"245","3.244559000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"246","3.261114000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13858 Ack=66601 Win=64240 Len=0"
"247","3.264885000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"248","3.269539000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"249","3.269584000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=68061 Ack=14401 Win=64240 Len=0"
"250","3.275458000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"251","3.275522000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=68061 Ack=15458 Win=64240 Len=0"
"257","3.317299000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"258","3.317314000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"259","3.318201000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=70981 Win=64240 Len=0"
"260","3.328619000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","971","Application Data"
"261","3.339184000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=71898 Win=63323 Len=0"
"262","3.342382000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"263","3.355155000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=73358 Win=64240 Len=0"
"264","3.356599000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"265","3.356627000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"266","3.357164000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=15458 Ack=76278 Win=64240 Len=0"
"267","3.363239000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"268","3.363285000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=76278 Ack=16001 Win=64240 Len=0"
"269","3.364008000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"270","3.364026000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"271","3.364029000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","247","Application Data"
"272","3.364063000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=76278 Ack=17461 Win=64240 Len=0"
"273","3.364099000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=76278 Ack=18921 Win=64240 Len=0"
"274","3.364120000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=76278 Ack=19114 Win=64240 Len=0"
"275","3.388465000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"276","3.392026000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"277","3.392076000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=77738 Ack=19657 Win=64240 Len=0"
"278","3.392847000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"279","3.392864000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1193","Application Data"
"280","3.392909000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=77738 Ack=21117 Win=64240 Len=0"
"281","3.392925000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=77738 Ack=22256 Win=64240 Len=0"
"286","3.417023000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"287","3.422280000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"288","3.422409000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"289","3.422498000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=22256 Ack=82118 Win=64240 Len=0"
"290","3.423060000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"291","3.423180000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=22256 Ack=83578 Win=64240 Len=0"
"292","3.426788000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"293","3.426827000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83578 Ack=22799 Win=64240 Len=0"
"294","3.427469000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"295","3.427476000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"296","3.427478000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","247","Application Data"
"297","3.427523000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83578 Ack=24259 Win=64240 Len=0"
"298","3.427565000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83578 Ack=25719 Win=64240 Len=0"
"299","3.427576000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83578 Ack=25912 Win=64240 Len=0"
"300","3.429414000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"301","3.429498000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"302","3.430198000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25912 Ack=86498 Win=64240 Len=0"
"303","3.440483000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1280","Application Data"
"304","3.449315000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25912 Ack=87724 Win=63014 Len=0"
"305","3.494785000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"306","3.494802000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"307","3.494807000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"308","3.494818000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"309","3.494822000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"310","3.494989000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25912 Ack=95024 Win=64240 Len=0"
"311","3.498860000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"312","3.498908000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=95024 Ack=26455 Win=64240 Len=0"
"313","3.500655000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"314","3.503903000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"315","3.503957000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96484 Ack=26998 Win=64240 Len=0"
"316","3.504753000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"317","3.504764000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"318","3.504767000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1235","Application Data"
"319","3.504799000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96484 Ack=28458 Win=64240 Len=0"
"320","3.504826000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96484 Ack=29918 Win=64240 Len=0"
"321","3.504853000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96484 Ack=31099 Win=64240 Len=0"
"322","3.504864000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","123","Application Data"
"323","3.504874000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=96484 Ack=31168 Win=64240 Len=0"
"328","3.524212000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"329","3.529101000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"330","3.529153000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=97944 Ack=31711 Win=64240 Len=0"
"331","3.529394000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"332","3.529407000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"333","3.529445000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=97944 Ack=33171 Win=64240 Len=0"
"334","3.529464000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=97944 Ack=33796 Win=64240 Len=0"
"335","3.539234000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","346","Application Data"
"336","3.558360000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=98236 Win=63948 Len=0"
"341","3.628357000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"342","3.636033000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"343","3.636050000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"344","3.636292000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=102616 Win=64240 Len=0"
"345","3.637146000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","959","Application Data"
"346","3.637252000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=103521 Win=63335 Len=0"
"347","3.642808000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"348","3.642822000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"349","3.642910000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=106441 Win=64240 Len=0"
"350","3.644039000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"351","3.644048000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"352","3.644111000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=109361 Win=64240 Len=0"
"353","3.650178000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"354","3.650193000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"355","3.650198000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"356","3.650312000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=113741 Win=64240 Len=0"
"357","3.655901000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"358","3.655927000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"359","3.656036000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"360","3.656074000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=116661 Win=64240 Len=0"
"361","3.656155000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33796 Ack=118121 Win=64240 Len=0"
"362","3.656579000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"363","3.656621000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=118121 Ack=34339 Win=64240 Len=0"
"364","3.659115000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"365","3.659173000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=118121 Ack=35396 Win=64240 Len=0"
"366","3.659624000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"367","3.659843000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"368","3.659851000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"369","3.659910000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35396 Ack=122501 Win=64240 Len=0"
"370","3.665790000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"371","3.665805000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"372","3.665810000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"373","3.665935000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35396 Ack=126881 Win=64240 Len=0"
"378","3.734179000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"379","3.734201000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"380","3.734206000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"381","3.734341000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35396 Ack=131261 Win=64240 Len=0"
"382","3.735110000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"383","3.735130000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"384","3.735134000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"385","3.735198000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35396 Ack=135641 Win=64240 Len=0"
"386","3.740764000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"387","3.740786000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"388","3.740790000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"389","3.740918000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=35396 Ack=140021 Win=64240 Len=0"
