"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"574","12.738785000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"575","12.739720000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9029 Ack=33779 Win=64240 Len=0"
"576","12.739721000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"577","12.740719000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"578","12.740719000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=35239 Ack=9572 Win=64240 Len=0"
"583","12.759293000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"584","12.759294000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"585","12.759295000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"586","12.759296000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"587","12.760441000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=41079 Win=64240 Len=0"
"588","12.768853000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"589","12.768854000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"590","12.768854000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"591","12.769194000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=45459 Win=64240 Len=0"
"592","12.771195000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"593","12.771196000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"594","12.771436000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=48379 Win=64240 Len=0"
"595","12.806446000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"596","12.806448000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"597","12.806729000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=51299 Win=64240 Len=0"
"598","12.806801000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"599","12.819169000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=52759 Win=64240 Len=0"
"600","12.836761000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"601","12.837020000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1306","Application Data"
"602","12.838191000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=9572 Ack=55471 Win=64240 Len=0"
"603","12.838192000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"604","12.838192000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=55471 Ack=10115 Win=64240 Len=0"
"609","12.896779000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"610","12.896780000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=55471 Ack=11172 Win=64240 Len=0"
"611","12.932324000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"612","12.932325000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"613","12.932326000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"614","12.935210000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11172 Ack=59851 Win=64240 Len=0"
"615","12.937345000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","930","Application Data"
"616","12.944738000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=11172 Ack=60727 Win=63364 Len=0"
"621","12.994600000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"622","13.006113000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=60727 Ack=11715 Win=64240 Len=0"
"623","13.006113000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"624","13.006114000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"625","13.006114000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","247","Application Data"
"626","13.006115000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=60727 Ack=13175 Win=64240 Len=0"
"627","13.006115000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=60727 Ack=14635 Win=64240 Len=0"
"628","13.006116000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=60727 Ack=14828 Win=64240 Len=0"
"633","13.098934000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"634","13.116912000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14828 Ack=61270 Win=62821 Len=0"
"639","13.162297000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"640","13.162306000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"641","13.162680000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14828 Ack=64190 Win=64240 Len=0"
"642","13.225548000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"643","13.229643000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"644","13.229646000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65650 Ack=15371 Win=64240 Len=0"
"645","13.230771000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"646","13.230772000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=65650 Ack=16428 Win=64240 Len=0"
"651","13.246352000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"652","13.251223000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"653","13.251582000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16428 Ack=67472 Win=64240 Len=0"
"658","13.344397000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1222","Application Data"
"659","13.350583000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16428 Ack=68640 Win=63072 Len=0"
"660","13.414217000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"661","13.414217000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=68640 Ack=16971 Win=64240 Len=0"
"666","13.493402000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"667","13.494893000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"668","13.495241000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16971 Ack=70643 Win=64240 Len=0"
"669","13.504234000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"670","13.505507000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"671","13.506797000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=16971 Ack=73563 Win=64240 Len=0"
"676","13.593033000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","959","Application Data"
"677","13.593466000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"678","13.593467000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=17514 Win=64240 Len=0"
"679","13.624680000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"680","13.624681000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=18571 Win=64240 Len=0"
"697","13.945471000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"698","13.945472000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=19628 Win=64240 Len=0"
"699","13.953809000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"700","13.953810000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=20685 Win=64240 Len=0"
"701","14.013322000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"702","14.013322000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=21742 Win=64240 Len=0"
"707","14.055267000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"708","14.055267000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=22799 Win=64240 Len=0"
"713","14.153379000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"714","14.153482000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=23856 Win=64240 Len=0"
"715","14.155184000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"716","14.155218000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=74468 Ack=24913 Win=64240 Len=0"
"717","14.157945000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"718","14.178269000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24913 Ack=75011 Win=62792 Len=0"
"719","14.212601000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"720","14.212602000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"721","14.213414000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24913 Ack=77931 Win=64240 Len=0"
"722","14.215564000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"723","14.220062000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"724","14.220063000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=79391 Ack=25456 Win=64240 Len=0"
"725","14.220063000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"726","14.220088000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=79391 Ack=25999 Win=64240 Len=0"
"727","14.222755000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"728","14.224820000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"729","14.224821000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"730","14.226459000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25999 Ack=83771 Win=64240 Len=0"
"731","14.238818000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"732","14.238828000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"733","14.238828000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"734","14.239309000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25999 Ack=88151 Win=64240 Len=0"
"739","14.242971000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"740","14.242971000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=88151 Ack=26542 Win=64240 Len=0"
"741","14.305546000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","539","Application Data"
"742","14.309398000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"743","14.309398000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=88636 Ack=27085 Win=64240 Len=0"
"748","14.379031000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"749","14.379227000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"750","14.379541000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27085 Ack=91556 Win=64240 Len=0"
"751","14.384587000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"752","14.397699000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27085 Ack=93016 Win=64240 Len=0"
"757","14.445504000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"758","14.448495000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"759","14.448495000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94476 Ack=27628 Win=64240 Len=0"
"760","14.449060000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","556","Application Data"
"761","14.456175000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"762","14.456176000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"763","14.456548000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27628 Ack=97898 Win=64240 Len=0"
"764","14.463262000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"765","14.463843000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"766","14.463844000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"767","14.463844000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27628 Ack=102278 Win=64240 Len=0"
"768","14.467430000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"769","14.467430000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=102278 Ack=28171 Win=64240 Len=0"
"770","14.467514000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"771","14.467532000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=102278 Ack=29228 Win=64240 Len=0"
"776","14.546890000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","609","Application Data"
"777","14.549528000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"778","14.549750000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=29228 Ack=104293 Win=64240 Len=0"
"779","14.550923000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"780","14.550923000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=104293 Ack=29771 Win=64240 Len=0"
"786","14.647583000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1280","Application Data"
"787","14.648560000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"788","14.648560000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"789","14.648560000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=105519 Ack=31231 Win=64240 Len=0"
"790","14.648561000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=105519 Ack=31342 Win=64240 Len=0"
"791","14.652280000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"792","14.652281000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"793","14.652301000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=105519 Ack=32802 Win=64240 Len=0"
"794","14.652301000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=105519 Ack=32913 Win=64240 Len=0"
"799","14.746787000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"800","14.756776000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=106062 Win=64240 Len=0"
"805","14.895737000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"806","14.897355000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=106605 Win=63697 Len=0"
"811","15.044221000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"816","15.050751000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"817","15.051105000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=108608 Win=64240 Len=0"
"822","15.148704000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1280","Application Data"
"823","15.163637000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=109834 Win=63014 Len=0"
"832","15.415702000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"833","15.428916000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=110377 Win=64240 Len=0"
"835","15.440039000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"836","15.440040000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"837","15.440427000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=32913 Ack=113297 Win=64240 Len=0"
"842","15.538024000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"843","15.541955000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"844","15.541970000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=114576 Ack=33456 Win=64240 Len=0"
"853","15.745831000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"858","15.757016000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=33456 Ack=115119 Win=64240 Len=0"
"934","17.617322000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"935","17.617323000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=34513 Win=64240 Len=0"
"1018","19.632814000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1019","19.632815000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=35570 Win=64240 Len=0"
"1020","19.632815000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1021","19.633916000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=36627 Win=64240 Len=0"
"1022","19.633917000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"1023","19.633917000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","679","Application Data"
"1024","19.633918000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=38087 Win=64240 Len=0"
"1025","19.633918000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=38712 Win=64240 Len=0"
"1026","19.633918000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"1027","19.633918000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=115119 Ack=39769 Win=64240 Len=0"
"1140","22.420934000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
