"No.","Time","Source","src.port","Destination","dst.port","Protocol","Length","Info"
"186","3.099851000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"187","3.100358000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6401 Ack=37464 Win=64240 Len=0"
"188","3.103012000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"189","3.103013000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"190","3.103157000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"191","3.103295000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6401 Ack=40384 Win=64240 Len=0"
"192","3.103296000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6401 Ack=41844 Win=64240 Len=0"
"193","3.103733000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"194","3.103733000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=41844 Ack=6944 Win=64240 Len=0"
"195","3.109102000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"196","3.109103000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"197","3.109763000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=6944 Ack=44764 Win=64240 Len=0"
"198","3.109763000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"199","3.109763000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"200","3.109764000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=46224 Ack=7487 Win=64240 Len=0"
"205","3.112118000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"206","3.112119000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"207","3.112119000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"208","3.112545000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=50604 Win=64240 Len=0"
"209","3.114009000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"210","3.114244000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=52064 Win=64240 Len=0"
"211","3.114441000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"212","3.114443000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"213","3.114745000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=54984 Win=64240 Len=0"
"214","3.156868000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"215","3.156870000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"216","3.157331000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=57904 Win=64240 Len=0"
"217","3.197866000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"218","3.197867000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","447","Application Data"
"219","3.199117000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=59757 Win=64240 Len=0"
"225","3.295819000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"230","3.319978000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=7487 Ack=60300 Win=63697 Len=0"
"231","3.349158000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"232","3.349159000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=60300 Ack=8544 Win=64240 Len=0"
"233","3.370062000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"234","3.370462000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"235","3.370580000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=8544 Ack=63220 Win=64240 Len=0"
"240","3.445992000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"241","3.450407000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"242","3.450408000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=64499 Ack=9087 Win=64240 Len=0"
"243","3.450408000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"244","3.450408000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"245","3.450409000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=64499 Ack=10547 Win=64240 Len=0"
"246","3.450410000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=64499 Ack=10658 Win=64240 Len=0"
"251","3.586486000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"252","3.598461000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10658 Ack=65042 Win=64240 Len=0"
"253","3.600669000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"254","3.600670000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"255","3.601038000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=10658 Ack=67962 Win=64240 Len=0"
"260","3.669622000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"261","3.673008000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"262","3.673009000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=69422 Ack=11201 Win=64240 Len=0"
"263","3.674326000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"264","3.674326000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=69422 Ack=12258 Win=64240 Len=0"
"265","3.698909000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","445","Application Data"
"266","3.707956000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=69813 Win=63849 Len=0"
"275","3.814778000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"276","3.832796000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=70356 Win=63306 Len=0"
"281","3.922006000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"282","3.943687000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=71816 Win=64240 Len=0"
"283","3.962362000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","766","Application Data"
"284","3.972881000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=12258 Ack=72528 Win=63528 Len=0"
"290","4.060277000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"291","4.062379000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"292","4.062379000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=73614 Ack=13315 Win=64240 Len=0"
"305","4.356771000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"306","4.363931000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13315 Ack=74157 Win=63697 Len=0"
"307","4.374567000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"308","4.374840000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"309","4.375082000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13315 Ack=77077 Win=64240 Len=0"
"314","4.472322000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"315","4.489108000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=13315 Ack=78356 Win=62961 Len=0"
"316","4.505188000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"317","4.505189000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=78356 Ack=14372 Win=64240 Len=0"
"326","4.637023000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"327","4.645058000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14372 Ack=78899 Win=64240 Len=0"
"328","4.678224000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"329","4.678305000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"330","4.678693000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=14372 Ack=81819 Win=64240 Len=0"
"335","4.776064000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1333","Application Data"
"336","4.780399000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"337","4.780400000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=14915 Win=64240 Len=0"
"342","4.829939000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"343","4.829939000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=15972 Win=64240 Len=0"
"344","4.837654000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"345","4.837654000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=16515 Win=64240 Len=0"
"346","4.837654000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"347","4.837655000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=17058 Win=64240 Len=0"
"352","4.919751000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"353","4.919752000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=18115 Win=64240 Len=0"
"354","4.928745000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"355","4.928746000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=18658 Win=64240 Len=0"
"356","4.928746000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"357","4.928746000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=19201 Win=64240 Len=0"
"358","4.956767000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"359","4.956767000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=19744 Win=64240 Len=0"
"360","4.956885000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"361","4.956892000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83098 Ack=20287 Win=64240 Len=0"
"362","4.987284000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","597","Application Data"
"363","5.005799000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=20287 Ack=83641 Win=64240 Len=0"
"368","5.024469000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"369","5.024470000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83641 Ack=21344 Win=64240 Len=0"
"370","5.024965000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"371","5.024965000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83641 Ack=21887 Win=64240 Len=0"
"372","5.024966000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"373","5.024966000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=83641 Ack=22430 Win=64240 Len=0"
"375","5.080881000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"376","5.082285000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=22430 Ack=85101 Win=64240 Len=0"
"377","5.085296000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","223","Application Data"
"378","5.086859000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","1111","Application Data"
"379","5.086860000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=85270 Ack=23487 Win=64240 Len=0"
"384","5.184254000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"385","5.184254000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data"
"386","5.184420000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=23487 Ack=87816 Win=64240 Len=0"
"387","5.184527000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"388","5.191682000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=23487 Ack=89276 Win=64240 Len=0"
"393","5.244322000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"394","5.247242000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"395","5.247278000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=90736 Ack=24030 Win=64240 Len=0"
"396","5.247691000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"397","5.247692000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=90736 Ack=24573 Win=64240 Len=0"
"398","5.254370000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"399","5.254370000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"400","5.254758000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=24573 Ack=93656 Win=64240 Len=0"
"401","5.282495000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1210","Application Data"
"402","5.286928000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"403","5.286929000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=94812 Ack=25116 Win=64240 Len=0"
"408","5.326411000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"409","5.326412000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"410","5.326413000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"411","5.327510000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25116 Ack=99192 Win=64240 Len=0"
"412","5.391614000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"413","5.395557000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"414","5.395558000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=100652 Ack=25659 Win=64240 Len=0"
"415","5.406058000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"416","5.406059000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"417","5.406571000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=25659 Ack=103572 Win=64240 Len=0"
"422","5.424634000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1350","Application Data"
"423","5.425077000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"424","5.425078000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=104868 Ack=26202 Win=64240 Len=0"
"425","5.428761000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"426","5.428762000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=104868 Ack=26745 Win=64240 Len=0"
"427","5.428762000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"428","5.428816000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=104868 Ack=27288 Win=64240 Len=0"
"429","5.494639000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"430","5.494640000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"431","5.495222000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27288 Ack=107788 Win=64240 Len=0"
"432","5.495689000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"433","5.504471000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27288 Ack=109248 Win=64240 Len=0"
"438","5.527251000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","959","Application Data"
"439","5.531246000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"440","5.531246000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=110153 Ack=27831 Win=64240 Len=0"
"441","5.559990000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"442","5.559991000","124.6.36.194","443","192.168.91.128","49180","TCP","1514","[TCP segment of a reassembled PDU]"
"443","5.560385000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27831 Ack=113073 Win=64240 Len=0"
"448","5.621374000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data"
"449","5.625045000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","416","Application Data"
"450","5.625709000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=27831 Ack=114895 Win=64240 Len=0"
"451","5.627052000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","597","Application Data"
"452","5.627053000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=114895 Ack=28374 Win=64240 Len=0"
"453","5.694594000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1514","Application Data, Application Data"
"454","5.698444000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"455","5.698444000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
"456","5.698473000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=116355 Ack=29834 Win=64240 Len=0"
"457","5.698541000","124.6.36.194","443","192.168.91.128","49180","TCP","54","443 > 49180 [ACK] Seq=116355 Ack=29945 Win=64240 Len=0"
"462","5.722876000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","223","Application Data"
"463","5.738918000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=29945 Ack=116524 Win=64071 Len=0"
"468","5.820675000","124.6.36.194","443","192.168.91.128","49180","TLSv1.2","1140","Application Data, Application Data"
"469","5.833326000","192.168.91.128","49180","124.6.36.194","443","TCP","54","49180 > 443 [ACK] Seq=29945 Ack=117610 Win=62985 Len=0"
"470","5.872365000","192.168.91.128","49180","124.6.36.194","443","TCP","1514","[TCP segment of a reassembled PDU]"
"471","5.872365000","192.168.91.128","49180","124.6.36.194","443","TLSv1.2","165","Application Data"
